GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED,TOTAL_STATEMENTS,STATEMENT_COVERAGE,TOTAL_BRANCH,BRANCH_COVERAGE,COMPLEXITY
JFreeChart,org.jfree.chart.plot,PlotRenderingInfo,45,148,9,11,13,42,8,16,1,13,193,0.766839378,20,0.55,24
JFreeChart,org.jfree.chart.plot,CombinedDomainXYPlot,351,557,59,53,89,153,53,33,13,17,908,0.613436123,112,0.473214286,86
JFreeChart,org.jfree.chart.plot,PolarPlot,1198,1103,178,104,340,312,158,77,53,41,2301,0.479356801,282,0.368794326,235
JFreeChart,org.jfree.chart.plot,DatasetRenderingOrder,12,49,4,6,5,17,5,6,1,5,61,0.803278689,10,0.6,11
JFreeChart,org.jfree.chart.plot,DialShape,24,48,8,4,9,14,7,5,1,5,72,0.666666667,12,0.333333333,12
JFreeChart,org.jfree.chart.plot,Plot,386,785,88,92,138,262,87,72,21,48,1171,0.670367208,180,0.511111111,159
JFreeChart,org.jfree.chart.plot,PiePlotState,0,80,0,0,0,34,0,21,0,21,80,1,0,0,21
JFreeChart,org.jfree.chart.plot,ThermometerPlot,1185,761,118,74,269,201,125,45,48,25,1946,0.391058582,192,0.385416667,170
JFreeChart,org.jfree.chart.plot,RingPlot,422,262,45,25,123,91,37,28,14,16,684,0.383040936,70,0.357142857,65
JFreeChart,org.jfree.chart.plot,PiePlot,983,2765,126,218,254,803,130,174,33,99,3748,0.737726788,344,0.63372093,304
JFreeChart,org.jfree.chart.plot,PieLabelDistributor,107,227,13,21,22,50,10,16,2,7,334,0.679640719,34,0.617647059,26
JFreeChart,org.jfree.chart.plot,PieLabelRecord,38,157,7,19,10,46,10,19,4,12,195,0.805128205,26,0.730769231,29
JFreeChart,org.jfree.chart.plot,PlotState,0,11,0,0,0,4,0,2,0,2,11,1,0,0,2
JFreeChart,org.jfree.chart.plot,FastScatterPlot,213,804,37,65,70,233,49,52,20,30,1017,0.790560472,102,0.637254902,101
JFreeChart,org.jfree.chart.plot,CompassPlot,821,374,69,36,167,111,66,26,17,18,1195,0.312970711,105,0.342857143,92
JFreeChart,org.jfree.chart.plot,DefaultDrawingSupplier,12,765,6,50,4,166,5,41,0,18,777,0.984555985,56,0.892857143,46
JFreeChart,org.jfree.chart.plot,CategoryMarker,6,93,3,7,3,27,3,10,0,8,99,0.939393939,10,0.7,13
JFreeChart,org.jfree.chart.plot,Crosshair,56,582,1,33,20,161,18,39,17,23,638,0.912225705,34,0.970588235,57
JFreeChart,org.jfree.chart.plot,MeterPlot,178,1347,49,93,51,371,62,65,18,38,1525,0.883278689,142,0.654929577,127
JFreeChart,org.jfree.chart.plot,IntervalMarker,20,116,2,10,5,34,4,13,2,9,136,0.852941176,12,0.833333333,17
JFreeChart,org.jfree.chart.plot,AbstractPieLabelDistributor,0,31,0,0,0,10,0,5,0,5,31,1,0,0,5
JFreeChart,org.jfree.chart.plot,CombinedRangeXYPlot,352,508,59,43,96,144,50,29,12,16,860,0.590697674,102,0.421568627,79
JFreeChart,org.jfree.chart.plot,CombinedRangeCategoryPlot,200,513,41,45,53,146,38,25,6,14,713,0.719495091,86,0.523255814,63
JFreeChart,org.jfree.chart.plot,MultiplePiePlot,365,416,50,34,95,126,37,30,6,19,781,0.532650448,84,0.404761905,67
JFreeChart,org.jfree.chart.plot,MeterInterval,12,123,6,8,6,36,6,11,0,10,135,0.911111111,14,0.571428571,17
JFreeChart,org.jfree.chart.plot,XYCrosshairState,3,0,0,0,2,0,1,0,1,0,3,0,0,0,1
JFreeChart,org.jfree.chart.plot,PlotOrientation,6,66,2,8,2,24,3,10,1,7,72,0.916666667,10,0.8,13
JFreeChart,org.jfree.chart.plot,WaferMapPlot,581,0,44,0,152,0,36,0,14,0,581,0,44,0,36
JFreeChart,org.jfree.chart.plot,PolarAxisLocation,6,117,3,19,3,42,3,13,0,5,123,0.951219512,22,0.863636364,16
JFreeChart,org.jfree.chart.plot,CombinedDomainCategoryPlot,301,550,49,47,81,149,46,27,10,15,851,0.646298472,96,0.489583333,73
JFreeChart,org.jfree.chart.plot,XYPlot,1777,4759,328,538,489,1328,289,375,50,181,6536,0.728121175,866,0.621247113,664
JFreeChart,org.jfree.chart.plot,ValueMarker,11,57,1,7,3,19,2,8,1,5,68,0.838235294,8,0.875,10
JFreeChart,org.jfree.chart.plot,SpiderWebPlot,236,1447,43,101,72,412,55,86,19,50,1683,0.859774213,144,0.701388889,141
JFreeChart,org.jfree.chart.plot,CategoryPlot,1208,4161,229,463,336,1191,215,352,44,177,5369,0.775004656,692,0.669075145,567
JFreeChart,org.jfree.chart.plot,Marker,24,495,7,35,10,137,9,49,2,35,519,0.953757225,42,0.833333333,58
JFreeChart,org.jfree.chart.plot,PiePlot3D,906,1123,89,59,251,271,56,30,2,10,2029,0.553474618,148,0.398648649,86
JFreeChart,org.jfree.chart.plot,CrosshairState,141,53,15,1,39,24,14,13,6,13,194,0.273195876,16,0.0625,27
JFreeChart,org.jfree.chart.plot,CategoryCrosshairState,88,29,11,1,26,13,7,6,1,6,117,0.247863248,12,0.083333333,13
JFreeChart,org.jfree.chart.plot,CenterTextMode,0,34,0,0,0,7,0,1,0,1,34,1,0,0,1
JFreeChart,org.jfree.chart.plot,PieLabelLinkStyle,9,67,3,9,4,25,4,8,1,5,76,0.881578947,12,0.75,12
JFreeChart,org.jfree.chart.plot,SeriesRenderingOrder,12,49,4,6,5,17,5,6,1,5,61,0.803278689,10,0.6,11
JFreeChart,org.jfree.chart.imagemap,StandardToolTipTagFragmentGenerator,0,14,0,0,0,4,0,2,0,2,14,1,0,0,2
JFreeChart,org.jfree.chart.imagemap,DynamicDriveToolTipTagFragmentGenerator,48,0,0,0,12,0,3,0,3,0,48,0,0,0,3
JFreeChart,org.jfree.chart.imagemap,StandardURLTagFragmentGenerator,0,13,0,0,0,3,0,2,0,2,13,1,0,0,2
JFreeChart,org.jfree.chart.imagemap,OverLIBToolTipTagFragmentGenerator,0,14,0,0,0,5,0,2,0,2,14,1,0,0,2
JFreeChart,org.jfree.chart.imagemap,ImageMapUtils,125,128,12,22,40,41,12,13,6,2,253,0.505928854,34,0.647058824,25
JFreeChart,org.jfree.chart.editor,DefaultAxisEditor,591,0,22,0,137,0,29,0,18,0,591,0,22,0,29
JFreeChart,org.jfree.chart.editor,DefaultChartEditor,422,0,6,0,101,0,12,0,9,0,422,0,6,0,12
JFreeChart,org.jfree.chart.editor,DefaultPlotEditor,934,0,100,0,262,0,68,0,18,0,934,0,100,0,68
JFreeChart,org.jfree.chart.editor,DefaultLogAxisEditor,156,0,12,0,46,0,13,0,7,0,156,0,12,0,13
JFreeChart,org.jfree.chart.editor,DefaultTitleEditor,385,0,20,0,100,0,21,0,11,0,385,0,20,0,21
JFreeChart,org.jfree.chart.editor,DefaultValueAxisEditor,546,0,32,0,149,0,36,0,20,0,546,0,32,0,36
JFreeChart,org.jfree.chart.editor,DefaultPolarPlotEditor,241,0,12,0,66,0,15,0,9,0,241,0,12,0,15
JFreeChart,org.jfree.chart.editor,DefaultNumberAxisEditor,199,0,12,0,56,0,13,0,7,0,199,0,12,0,13
JFreeChart,org.jfree.chart.editor,DefaultChartEditorFactory,8,0,0,0,3,0,2,0,2,0,8,0,0,0,2
JFreeChart,org.jfree.chart.editor,ChartEditorManager,17,0,0,0,6,0,4,0,4,0,17,0,0,0,4
JFreeChart,org.jfree.chart.urls,CustomPieURLGenerator,13,159,7,17,5,39,8,12,1,7,172,0.924418605,24,0.708333333,20
JFreeChart,org.jfree.chart.urls,StandardXYURLGenerator,58,64,8,6,10,22,7,5,1,4,122,0.524590164,14,0.428571429,12
